possible_heading_body_glue	temp/007《布局锦囊1.0》/index.md	count_sample=24, stems=['世界', '合众', '布局', '第个', '记住'], examples=[{'line': 277, 'prefix': '记住：80%以上的穷人', 'body_starter': '其实', 'excerpt': '记住：80%以上的穷人其实都是性格缺陷的残疾人（富有先从富有习惯，富有性格开始）；'}, {'line': 353, 'prefix': '记住：不管任何时候，我都把自己', 'body_starter': '当', 'excerpt': '记住：不管任何时候，我都把自己当小白，敬畏常识，敬畏规则，敬畏规律，这是我们投资人生存的基本法则。'}, {'line': 709, 'prefix': '记住：你', 'body_starter': '如果', 'excerpt': '记住：你如果想要从未得到过的东西，就要去做从未做过的事。'}, {'line': 861, 'prefix': '记住：你并没有想象的那么强大', 'body_starter': '当', 'excerpt': '记住：你并没有想象的那么强大当
possible_ad_residue	temp/008《布局锦囊3.0》/index.md	count_sample=3, examples=[{'line': 3999, 'match': '微信号'}, {'line': 4003, 'match': '微信号'}, {'line': 4017, 'match': '微信号'}]
possible_ad_residue	temp/009《布局锦囊2.0》/index.md	count_sample=3, examples=[{'line': 961, 'match': '微信号'}, {'line': 2641, 'match': '微信号'}, {'line': 3927, 'match': '薇信              '}]
possible_ad_residue	temp/《458条人性顶级秘术》/index.md	count_sample=1, examples=[{'line': 10779, 'match': '加我微信'}]
possible_heading_body_glue	temp/《万能厚黑不黑模式》/index.md	count_sample=16, stems=['人性', '记住'], examples=[{'line': 238, 'prefix': '人性：人性，人心', 'body_starter': '想要', 'excerpt': '人性：人性，人心 想要驾驭人性，必须了解人，认识人，你就能无所不能。'}, {'line': 686, 'prefix': '记住：跟着领导混', 'body_starter': '当', 'excerpt': '记住：跟着领导混，当官是迟早的事情；跟着富翁混，发财是迟早的事情：跟着胖子混，发福是迟早的事情，跟着布局学布局也是迟早的事….'}, {'line': 732, 'prefix': '人性谁不自私，人做任何事情都是为了得到自己', 'body_starter': '想要', 'excerpt': '人性谁不自私，人做任何事情都是为了得到自己想要的东西，只有顺应人性本质规律，才能真正驾驭人性，驾驭自己。'}, {'line': 1882, 'prefix': '人性有七大原罪', 'body_starter': '我们', 'excerpt': '
possible_heading_body_glue	temp/《人心探索（操控篇）》/index.md	count_sample=3, stems=['为什'], examples=[{'line': 433, 'prefix': '为什么会这样呢？', 'body_starter': '因为', 'excerpt': '为什么会这样呢？因为他可能因踩到香蕉皮而滑倒并严重骨折过，被足球击中而鼻骨碎裂过。这样的经历会形成香蕉皮和足球会使人致残致死的错误认识。这还容易理解，但有的人的恐惧更为奇怪，看似无法理解。比如有人经历了一次公交车事故，自己垂死挣扎了两个小时终于获救，但是事后，只要一见到公交车就避之唯恐不及，宁可走一个小时的路去上班。这就是乘车恐惧症。'}, {'line': 1241, 'prefix': '为什么压力会使人难以克制自己的行？要回答这个问题', 'body_starter': '我们', 'excerpt': '为什么压力会使人难以克制自己的行？要回答这个问题，我们首先要简单了解大脑是怎样控制我们的行为的。不同的行为，由大脑深处不同的原始部位控制着。这些部位存储着人类的原始冲动，其神经细胞释放神经递质或激素（多去甲肾上腺素和多巴胺），受体细胞与之结合，表现出相应的原始兴
low_heading_density	temp/《人性商战(线下3天2夜全文字版)》.md	chars_per_heading=68684
possible_ad_residue	temp/《人性商战(线下3天2夜全文字版)》.md	count_sample=4, examples=[{'line': 792, 'match': '加我微信'}, {'line': 792, 'match': '加我微信'}, {'line': 803, 'match': '加我微信'}, {'line': 901, 'match': '微信号'}]
possible_heading_body_glue	temp/《人性商战(线下3天2夜全文字版)》.md	count_sample=30, stems=[], examples=[{'line': 8, 'prefix': '所以现在同学让', 'body_starter': '我们', 'excerpt': '所以现在同学让我们发生关系吗？同学关系不要乱想。你看刚刚我要批评一下我们现场的这些男同胞，就握手环节专门给你们设计一下，还看不出来吗？还几个大男人互相过来过去，或者恋恋不死，你们几个有什么好问的那目标客户在哪里还不知道啊，我们团队每一次。重新学习，遇到这样的环节，老师说可以跟同学们的伙伴可以握一下手。我吴老师都这样子，那孩子我让你开，所以大家来这里三天学习，'}, {'line': 17, 'prefix': '上午我重点为', 'body_starter': '大家', 'excerpt': '上午我重点为大家分享的是人性导航图，揭秘一下人性是怎么回事。人其实之所以在这个世界，之所以遇到一些问题，遇到一些痛苦，遇到一些障碍，主要的核心关键就是因为对人缺乏了解。我们说很简单，你今天遇到的问题就是因为你大脑中缺少一个导航骨来学习的目的就是。'}, {'line': 18, 'pref
possible_heading_body_glue	temp/《人性天眼》/index.md	count_sample=30, stems=[], examples=[{'line': 28, 'prefix': '其实，从', 'body_starter': '我们', 'excerpt': '其实，从我们屡屡受挫的人生经历中，不难发现，事物的本质与真相和大众认知是反着来的，比如——你会发现，越是内心自卑的人，他往往外在会刻意表现得越自信，很刻意的去证明自己.…你会发现，越是拼了命的去追求一个自己所谓喜欢的女人（男人），越是很难追到….你会发现，越是一心想着赚钱，一心想要发财的人，越是很难赚5'}, {'line': 32, 'prefix': '◎人性天眼到钱……你会发现', 'body_starter': '当', 'excerpt': '◎人性天眼到钱……你会发现，当你做事越不想犯错，就越会犯错.…你会发现，越是想得到一样东西的时候，越难得到.为什么大部分人都觉得自己好像用尽了全力，但是现实结果却总是啪啪打脸，我们离我们要的东西，越来越吃力因为，我们都搞反了，我们都开启了人生的最难模式！'}, {'line': 39, 'prefix': '即使犯错与失败，都是成事的必
